days,date,streamflow,precip,temp_min,temp_max,humidity_spec,radiation_sw
346,2017-12-12,0.2472961,0,-20.407,-12.404,0.00130748748779297,4.375
347,2017-12-13,0.2353839,0,-20.11,-8.683,0.00101184844970703,10.9375
348,2017-12-14,0.2271788,1.83,-16.018,-6.223,0.00162887573242188,1.1875
349,2017-12-15,0.2251274,0,-17.361,-5.862,0.00228404998779297,2.5
350,2017-12-16,0.2246147,0,-20.321,-14.75,0.00127887725830078,10.25
351,2017-12-17,0.2180234,0,-20.439,-8.778,0.00136375427246094,8.875
352,2017-12-18,0.2148711,1.07,-11.53,-0.801,0.00192832946777344,4.1875
353,2017-12-19,0.2109952,1.21,-6.881,5.062,0.00335407257080078,7.125
354,2017-12-20,0.208145,0,-0.917,6.5,0.00519180297851563,5.625
355,2017-12-21,0.2062449,0,-4.206,2.36,0.00453948974609375,4.0625
356,2017-12-22,0.2010196,0,-3.502,1.537,0.00324821472167969,8.4375
357,2017-12-23,0.1972192,0,-1.098,4.573,0.00407981872558594,6.5
358,2017-12-24,0.2033948,0.9,-5.166,3.348,0.00434589385986328,2.0625
359,2017-12-25,0.2038697,0,-5.474,1.535,0.00359153747558594,2.75
360,2017-12-26,0.2201126,10.68,-5.328,-1.94,0.00344371795654297,1.6875
361,2017-12-27,0.2302556,11,-6.965,-2.289,0.00291252136230469,0.25
362,2017-12-28,0.2385396,4.23,-12.962,-5.065,0.00234031677246094,4.125
363,2017-12-29,0.2395653,2.16,-14.597,-5.119,0.00264549255371094,1.875
364,2017-12-30,0.2343583,0,-21.005,-10.213,0.00153923034667969,3.75
365,2017-12-31,0.2312813,0.09,-13.87,-6.586,0.00145721435546875,6
